,compiler,cluster,source_file,name,median_ns,mean_ns,variance_ns,impl,kernel,median_cpp_ns,median_kernel_ns,median_kernel_cpp_ns,num_impls,norm_runtime,speedup_over_median,norm_cpp_runtime,speedup_over_cpp_median
1336,gcc,arm,runtimes_v8f_.csv,dace_s173,255208500.0,256879100.0,44024968544444.414,dace,s173,260731597.0,257970048.5,260731597.0,2,0.9892950808977345,1.0108207544027725,0.9788169249007438,1.0216415088055453
1337,llvm,arm,runtimes_v8f_intrinsic_sve.csv,dace_s161,255480000.0,256240636.36363637,2362510254545.468,dace,s161,254916437.0,255198218.5,254916437.0,2,1.0011041671907281,0.9988970506497573,1.0022107754471714,0.9977941012995146
1338,llvm,intel_xeon,runtimes_v7f_default.csv,dace_s121,255564000.0,255546400.0,17812266666.666943,dace,s121,256921869.0,256178226.5,256792453.0,2,0.9976023469738557,1.0024034155827894,0.995216163926749,1.004806831165579
1339,intel,intel_xeon,runtimes_v7f_default.csv,dace_s121,255612500.0,255603400.0,26786488888.88463,dace,s121,257719427.0,256665963.5,257719427.0,2,0.9958955855087501,1.004121330138393,0.9918247257316772,1.0082426602767862
1340,intel,amd_epyc,runtimes_v7f_default.csv,cpp_s424,256289395.0,256281518.36363637,27803269658.854645,cpp,s424,256289395.0,251577197.5,256289395.0,2,1.018730622436479,0.9816137632226257,1.0,1.0
1341,llvm,intel_xeon,runtimes_v7f_.csv,cpp_s121,256792453.0,256819407.0,104939241519.61223,cpp,s121,256792453.0,256178226.5,256792453.0,2,1.0023976530261443,0.9976080819633745,1.0,1.0
1342,llvm,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s271,257188919.0,257394587.36363637,2279825709201.0483,cpp,s271,257188919.0,251025209.5,257188919.0,2,1.0245541454273739,0.9760343115715651,1.0,1.0
1343,graceclang,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s271,257430231.0,258570013.36363637,3392111773907.032,cpp,s271,257430231.0,251712115.5,257430231.0,2,1.0227168862676377,0.9777877078469467,1.0,1.0
1344,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s121,257719427.0,257664382.72727272,25691368112.214405,cpp,s121,257719427.0,256665963.5,257719427.0,2,1.0041044144912499,0.9959123628658386,1.0,1.0
1345,llvm,intel_xeon,runtimes_v7f_default.csv,cpp_s112,257731816.0,257745872.0,21678580060.19981,cpp,s112,257731816.0,258125408.0,257731816.0,2,0.9984751907878825,1.001527137805912,1.0,1.0
1346,llvm,intel_xeon,runtimes_v7f_default.csv,dace_s112,258519000.0,258473909.0909091,17737890909.091454,dace,s112,257731816.0,258125408.0,257731816.0,2,1.0015248092121176,0.9984775122911662,1.0030542756118244,0.9969550245823324
1347,llvm,amd_epyc,runtimes_v7f_default.csv,cpp_s441,259017872.0,258803269.45454547,504895237025.8781,cpp,s441,259017872.0,211863936.0,259017872.0,2,1.2225670724818405,0.8179510331240772,1.0,1.0
1348,llvm,amd_epyc,runtimes_v7f_default.csv,cpp_s424,259279815.0,259091858.27272728,456428445839.421,cpp,s424,259279815.0,253176157.5,259279815.0,2,1.0241083424295196,0.9764591875383744,1.0,1.0
1349,gcc,intel_xeon,runtimes_v7f_default.csv,cpp_s128,260617254.0,260644409.45454547,19115174655.67388,cpp,s128,260617254.0,263655627.0,260617254.0,2,0.9884759789329283,1.011658372396173,1.0,1.0
1350,intel,intel_xeon,runtimes_v7f_default.csv,dace_s128,260693000.0,260690000.0,19512000000.0,dace,s128,260886198.0,260789599.0,260886198.0,2,0.99962959028899,1.0003705469652042,0.9992594548830828,1.0007410939304087
1351,gcc,arm,runtimes_v8f_.csv,cpp_s173,260731597.0,261557535.0,6536536112095.588,cpp,s173,260731597.0,257970048.5,260731597.0,2,1.0107049191022655,0.989408462450372,1.0,1.0
1352,llvm,arm,runtimes_v8f_intrinsic_sve.csv,dace_s173,260870500.0,282883100.0,4702555466766668.0,dace,s173,269543845.0,263264267.0,265658034.0,2,0.9909073607775263,1.0091760739524016,0.9819785837909197,1.0183521479048034
1353,llvm,intel_xeon,runtimes_v7f_default.csv,dace_s128,260872000.0,260877272.72727272,5100018181.818956,dace,s128,260948875.0,260910437.5,260948875.0,2,0.9998526793317726,1.0001473423748044,0.99970540206391,1.000294684749609
1354,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s128,260886198.0,260923179.0,9266127614.800013,cpp,s128,260886198.0,260789599.0,260886198.0,2,1.00037040971101,0.9996297274415414,1.0,1.0
1355,llvm,intel_xeon,runtimes_v7f_default.csv,cpp_s128,260948875.0,260923075.9090909,12613584005.291351,cpp,s128,260948875.0,260910437.5,260948875.0,2,1.0001473206682274,0.999852701031955,1.0,1.0
1356,llvm,intel_xeon,runtimes_v7f_default.csv,dace_s341,261809000.0,261873090.9090909,13155290909.091433,dace,s341,273571881.0,267690440.5,273571881.0,2,0.9780289483292176,1.0224646230649062,0.9570025948682935,1.044929246129812
1357,graceclang,arm,runtimes_v8f_intrinsic_neon.csv,dace_s173,262099500.0,265312700.0,49220587122222.26,dace,s173,266101987.0,263667252.0,265235004.0,2,0.9940540511265312,1.005981514653786,0.9881783929243366,1.011963029307572
1358,intel,intel_xeon,runtimes_v7f_default.csv,dace_s112,262860500.0,262876300.0,36325344444.443504,dace,s112,263897245.0,263378872.5,263897245.0,2,0.9980318371968123,1.0019720441070454,0.99607140650521,1.0039440882140906
1359,llvm,intel_xeon,runtimes_v7f_default.csv,dace_s1112,263359000.0,263412800.0,245596844444.4437,dace,s1112,434709373.0,345959873.0,428560746.0,2,0.7612414633994272,1.3136436309372377,0.6145196508501505,1.6272872618744756
1360,intel,intel_xeon,runtimes_v7f_default.csv,dace_s1112,263643000.0,263656818.1818182,172911363636.36102,dace,s1112,268626175.0,266134587.5,268626175.0,2,0.9906378666395625,1.0094506112432342,0.9814494064102279,1.0189012224864684
1361,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s112,263897245.0,263925158.72727272,34652289562.01742,cpp,s112,263897245.0,263378872.5,263897245.0,2,1.0019681628031876,0.998035703252605,1.0,1.0
1362,llvm,intel_xeon,runtimes_v7f_default.csv,dace_s342,263998000.0,264050090.9090909,15629090909.091227,dace,s342,269751180.0,266874590.0,269751180.0,2,0.989221191871433,1.010896256789824,0.9786722712389988,1.0217925135796484
1363,llvm,amd_epyc,runtimes_v7f_default.csv,dace_s452,264031000.0,263942272.72727272,829438018181.8206,dace,s452,251371543.0,257701271.5,251371543.0,2,1.02456227112562,0.9760265707435869,1.0503615359515854,0.9520531414871739
1364,gcc,intel_xeon,runtimes_v7f_default.csv,dace_s127,264967000.0,265087200.0,308201066666.66675,dace,s127,359550841.0,312258920.5,359550841.0,2,0.8485490168726821,1.178482303456657,0.7369388964939175,1.3569646069133137
1365,graceclang,arm,runtimes_v8f_.csv,cpp_s173,265235004.0,265734851.8181818,2457462192179.158,cpp,s173,265235004.0,263667252.0,265235004.0,2,1.0059459488734688,0.9940891964621683,1.0,1.0
1366,llvm,amd_epyc,runtimes_v7f_default.csv,dace_s271,265316000.0,266185545.45454547,2468735072727.271,dace,s271,371090910.0,318203455.0,371090910.0,2,0.8337935865592659,1.1993376012000785,0.7149622716438945,1.3986752024001567
1367,llvm,arm,runtimes_v8f_.csv,cpp_s173,265658034.0,266069008.63636363,4777855666324.654,cpp,s173,265658034.0,263264267.0,265658034.0,2,1.0090926392224737,0.9909892918954598,1.0,1.0
1368,gcc,intel_xeon,runtimes_v7f_force_width_512.csv,dace_s128,266694000.0,267288000.0,4994362799999.996,dace,s128,260637002.0,263655627.0,260617254.0,2,1.0115240210670717,0.988607269004927,1.023316744792346,0.977214538009854
1369,gcc,intel_xeon,runtimes_v7f_default.csv,cpp_s323,267171948.0,267278626.9090909,838421483020.0901,cpp,s323,267171948.0,253531974.0,267171948.0,2,1.0537998177697303,0.9489468332955374,1.0,1.0
1370,gcc,intel_xeon,runtimes_v7f_default.csv,cpp_s121,267704117.0,267738581.36363637,13962909901.65507,cpp,s121,267704117.0,278870558.5,267704117.0,2,0.9599583349348081,1.0417118781180343,1.0,1.0
1371,intel,amd_epyc,runtimes_v7f_default.csv,dace_s1421,268536000.0,268901909.09090906,987813090909.0787,dace,s1421,335010025.0,301773012.5,335010025.0,2,0.8898608850915719,1.1237711610361367,0.8015760125387292,1.2475423220722734
1372,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s1112,268626175.0,268631511.0,451984340557.8462,cpp,s1112,268626175.0,266134587.5,268626175.0,2,1.0093621333604375,0.990724703205114,1.0,1.0
1373,gcc,intel_xeon,runtimes_v7f_force_width_512.csv,cpp_s000,269686275.0,270075482.27272725,5814917720880.194,cpp,s000,269686275.0,229408637.5,269686275.0,2,1.175571582390833,0.8506500284450886,1.0,1.0
1374,llvm,intel_xeon,runtimes_v7f_default.csv,cpp_s342,269751180.0,269692790.45454544,23203514646.27291,cpp,s342,269751180.0,266874590.0,269751180.0,2,1.0107788081285671,0.9893361356194994,1.0,1.0
1375,llvm,intel_xeon,runtimes_v7f_default.csv,dace_s127,269933000.0,426452363.6363636,2.684977966140545e+17,dace,s127,337259237.0,303596118.5,337259237.0,2,0.8891187454361344,1.1247091630145258,0.8003724446544959,1.2494183260290517
1376,intel,amd_epyc,runtimes_v7f_default.csv,cpp_s311,270420708.0,270404822.54545456,165735943975.4747,cpp,s311,270420708.0,270420708.0,270420708.0,1,1.0,1.0,1.0,1.0
1377,gcc,amd_epyc,runtimes_v7f_default.csv,cpp_s1421,270939650.0,270921698.1818182,86586849511.16203,cpp,s1421,270939650.0,309367575.0,270939650.0,2,0.8757855441055837,1.141832046361616,1.0,1.0
1378,llvm,amd_epyc,runtimes_v7f_default.csv,dace_s1421,271611000.0,271695700.0,90819344444.44742,dace,s1421,274180944.0,272895972.0,274180944.0,2,0.9952913486022432,1.0047309276870229,0.9906268321842235,1.009461855374046
1379,intel,amd_epyc,runtimes_v7f_default.csv,cpp_s126,272368181.0,272362992.1818182,550673711489.3627,cpp,s126,272368181.0,200587590.5,272368181.0,2,1.3578516014927653,0.7364575030884389,1.0,1.0
1380,gcc,intel_xeon,runtimes_v7f_default.csv,dace_s152,273333500.0,274143500.0,6332562277777.789,dace,s152,239602648.0,256468074.0,239602648.0,2,1.0657603331945324,0.9382972595748417,1.1407782939026616,0.8765945191496834
1381,llvm,intel_xeon,runtimes_v7f_default.csv,cpp_s341,273571881.0,273556908.45454544,1863609006.0729778,cpp,s341,273571881.0,267690440.5,273571881.0,2,1.0219710516707825,0.9785012974341467,1.0,1.0
1382,intel,intel_xeon,runtimes_v7f_force_width_512.csv,dace_s471,273832000.0,274428272.72727275,2495016018181.813,dace,s471,240202811.0,257017405.5,240202811.0,2,1.065422006993219,0.9385952171404365,1.1400033116181976,0.877190434280873
1383,llvm,amd_epyc,runtimes_v7f_default.csv,cpp_s1421,274180944.0,274145910.0,43530980578.99974,cpp,s1421,274180944.0,272895972.0,274180944.0,2,1.0047086513977568,0.9953134160921118,1.0,1.0
1384,intel,intel_xeon,runtimes_v7f_force_width_512.csv,cpp_s341,275339746.0,275881506.72727275,3839348597934.418,cpp,s341,275339746.0,172437873.0,275339746.0,2,1.5967475196124694,0.626273088085147,1.0,1.0
1385,gcc,intel_xeon,runtimes_v7f_default.csv,dace_s443,278939000.0,279806200.0,3464200399999.999,dace,s443,1407214161.0,843076580.5,1407214161.0,2,0.330858437361136,3.0224406787864013,0.1982207170241801,5.044881357572803
1386,gcc,intel_xeon,runtimes_v7f_default.csv,cpp_s112,280288644.0,280428999.90909094,282299321775.71204,cpp,s112,280288644.0,293479322.0,280288644.0,2,0.9550541485849555,1.0470610503934652,1.0,1.0
1387,gcc,intel_xeon,runtimes_v7f_default.csv,dace_s3111,282926000.0,283850000.0,3112921400000.013,dace,s3111,52189634.0,167557817.0,52189634.0,2,1.6885276083538376,0.5922319511108912,5.421114852041308,0.18446390222178238
1388,gcc,intel_xeon,runtimes_v7f_default.csv,dace_s1112,282940000.0,284254200.0,20026146844444.496,dace,s1112,378737014.0,330838507.0,378737014.0,2,0.8552208827372081,1.169288566480526,0.7470619177453831,1.3385771329610519
1389,gcc,intel_xeon,runtimes_v7f_default.csv,cpp_s341,283373482.0,283356611.6363636,62613209349.45392,cpp,s341,283373482.0,283528741.0,283373482.0,2,0.9994524047211143,1.0005478953037674,1.0,1.0
1390,gcc,intel_xeon,runtimes_v7f_default.csv,dace_s342,283412000.0,284423545.45454544,3222922272727.2637,dace,s342,287492957.0,285452478.5,287492957.0,2,0.9928517751510783,1.007199689850818,0.985805019216523,1.0143993797016357
1391,gcc,intel_xeon,runtimes_v7f_default.csv,dace_s341,283684000.0,284366900.0,4278535655555.539,dace,s341,283373482.0,283528741.0,283373482.0,2,1.0005475952788856,0.9994527044175914,1.0010957906075346,0.9989054088351829
1392,gcc,amd_epyc,runtimes_v7f_force_width_256.csv,cpp_s343,286769071.0,279776393.6363636,265713755247351.5,cpp,s343,286769071.0,180534535.5,286769071.0,2,1.5884443948952913,0.6295467459947939,1.0,1.0
1393,gcc,intel_xeon,runtimes_v7f_default.csv,cpp_s342,287492957.0,287517767.09090906,39954216954.488235,cpp,s342,287492957.0,285452478.5,287492957.0,2,1.0071482248489216,0.9929025096082614,1.0,1.0
1394,intel,intel_xeon,runtimes_v7f_force_width_512.csv,cpp_s342,289755264.0,290849187.45454544,9706986731095.625,cpp,s342,289755264.0,179813132.0,289755264.0,2,1.6114243758347973,0.6205689916301227,1.0,1.0
1395,gcc,intel_xeon,runtimes_v7f_default.csv,dace_s121,290037000.0,290087000.0,28605000000.00111,dace,s121,267704117.0,278870558.5,267704117.0,2,1.0400416650651918,0.9614999413867886,1.0834237562360687,0.9229998827735771
1396,gcc,arm,runtimes_v8f_intrinsic_neon.csv,dace_s251,290632500.0,302998300.0,954855924455554.9,dace,s251,296084596.0,293358548.0,296084596.0,2,0.990707453324319,1.0093797080505449,0.9815860194226382,1.0187594161010898
1397,gcc,amd_epyc,runtimes_v7f_force_width_256.csv,cpp_s162,292575895.0,292914385.45454544,567282812323.0095,cpp,s162,292575895.0,298381447.5,292575895.0,2,0.9805431854136977,1.0198428940976152,1.0,1.0
1398,llvm,amd_epyc,runtimes_v7f_default.csv,dace_s162,292891000.0,292857545.45454544,328269672727.2727,dace,s162,301486531.0,297188765.5,301486531.0,2,0.9855386003815814,1.0146736004179029,0.9714895024613885,1.0293472008358058
1399,gcc,amd_epyc,runtimes_v7f_default.csv,cpp_s221,295866877.0,295761321.8181818,421189557224.9569,cpp,s221,295866877.0,190678938.5,295866877.0,2,1.5516494864481323,0.6444754493420364,1.0,1.0
1400,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s251,296084596.0,296647941.1818182,3866697562434.532,cpp,s251,296084596.0,293358548.0,296084596.0,2,1.009292546675681,0.9907930097113191,1.0,1.0
1401,llvm,arm,runtimes_v8f_intrinsic_sve.csv,dace_s251,296561500.0,297256100.0,5179019655555.578,dace,s251,301264703.0,298913101.5,301264703.0,2,0.9921328255998173,1.007929557612839,0.9843884698301347,1.0158591152256784
1402,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s251,299196000.0,299879300.0,4098780011111.105,dace,s251,303831642.0,300531581.0,301867162.0,2,0.9955559379298643,1.004463899918448,0.9911512004740681,1.0089277998368962
1403,gcc,amd_epyc,runtimes_v7f_force_width_256.csv,cpp_s256,299683457.0,299297059.0,14543635138835.043,cpp,s256,299683457.0,230257228.5,299683457.0,2,1.3015159565338033,0.7683347983402367,1.0,1.0
1404,gcc,arm,runtimes_v8f_intrinsic_neon.csv,dace_s162,299752000.0,300788454.54545456,4716484472727.296,dace,s162,317723878.0,308116247.0,316480494.0,2,0.9728535996350753,1.027903890549521,0.947142100959941,1.0558077810990418
1405,llvm,arm,runtimes_v8f_intrinsic_sve.csv,cpp_s251,301264703.0,332471630.6363636,9908963517701016.0,cpp,s251,301264703.0,298913101.5,301264703.0,2,1.0078671744001826,0.9921942349150674,1.0,1.0
1406,llvm,amd_epyc,runtimes_v7f_default.csv,cpp_s162,301486531.0,301449516.0,12035489923.400038,cpp,s162,301486531.0,297188765.5,301486531.0,2,1.0144613996184186,0.9857447512306943,1.0,1.0
1407,llvm,intel_xeon,runtimes_v7f_default.csv,dace_s1161,301704000.0,447198090.90909094,2.2998457491749098e+17,dace,s1161,324363363.0,313001175.25,324298350.5,2,0.9639069238606637,1.0374445657001565,0.9303285062499879,1.0748891314003128
1408,graceclang,arm,runtimes_v8f_.csv,cpp_s251,301867162.0,302360428.0,1580585393387.803,cpp,s251,301867162.0,300531581.0,301867162.0,2,1.0044440620701356,0.9955756002370341,1.0,1.0
1409,gcc,amd_epyc,runtimes_v7f_force_width_256.csv,dace_s162,304187000.0,304507900.0,1005211433333.3286,dace,s162,292575895.0,298381447.5,292575895.0,2,1.0194568145863023,0.9809145279055318,1.0396857881952306,0.9618290558110636
1410,intel,amd_epyc,runtimes_v7f_default.csv,dace_s162,305776500.0,305809800.0,209803955555.55133,dace,s162,309267893.0,307522196.5,309267893.0,2,0.9943233479733552,1.0057090603757974,0.9887107809151078,1.0114181207515947
1411,gcc,intel_xeon,runtimes_v7f_default.csv,dace_s112,306670000.0,308472500.0,23032242277777.81,dace,s112,280288644.0,293479322.0,280288644.0,2,1.0449458514150445,0.9569873870936185,1.0941221007869302,0.913974774187237
1412,intel,amd_epyc,runtimes_v7f_default.csv,cpp_s162,309267893.0,309181582.09090906,679722587816.0994,cpp,s162,309267893.0,307522196.5,309267893.0,2,1.005676652026645,0.994355390457554,1.0,1.0
1413,llvm,arm,runtimes_v8f_intrinsic_sve.csv,dace_s162,310405500.0,311555100.0,14598907211111.12,dace,s162,324250445.0,317327972.5,324250445.0,2,0.9781851172921732,1.0223013848014935,0.9573016931403132,1.0446027696029871
1414,gcc,intel_xeon,runtimes_v7f_default.csv,dace_s1161,310795000.0,312091454.54545456,9265850472727.27,dace,s1161,226807570.0,268801285.0,226807570.0,2,1.156225871464863,0.8648829131742789,1.3703025873430945,0.7297658263485577
1415,gcc,intel_xeon,runtimes_v7f_force_width_512.csv,dace_s124,313853000.0,314578727.27272725,1232155618181.8218,dace,s124,220024271.0,266938635.5,220024271.0,2,1.1757496228004807,0.8505212169391403,1.4264471759117885,0.7010424338782806
1416,gcc,arm,runtimes_v8f_intrinsic_sve.csv,cpp_s162,316480494.0,316069815.27272725,25037148608796.508,cpp,s162,316480494.0,308116247.0,316480494.0,2,1.0271464003649247,0.9735710504799705,1.0,1.0
1417,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s352,316539352.0,316855191.8181818,22514886010966.383,cpp,s352,316539352.0,317442926.0,316539352.0,2,0.9971535859646152,1.0028545392359305,1.0,1.0
1418,graceclang,arm,runtimes_v8f_no_vectorize.csv,dace_s162,316556000.0,317322800.0,8806760622222.248,dace,s162,326947471.0,319218261.5,321880523.0,2,0.9916600588967245,1.0084100806808274,0.983458076461495,1.0168201613616548
1419,gcc,arm,runtimes_v8f_.csv,dace_s352,318346500.0,320591200.0,37588083511110.88,dace,s352,320859684.0,317442926.0,316539352.0,2,1.0028464140353848,0.9971616650410795,1.005709078471861,0.9943233300821589
1420,llvm,arm,runtimes_v8f_.csv,cpp_s352,319750286.0,347160162.45454544,7943301370072974.0,cpp,s352,319750286.0,320059643.0,319750286.0,2,0.9990334395267697,1.000967495616251,1.0,1.0
1421,llvm,arm,runtimes_v8f_intrinsic_sve.csv,dace_s352,320369000.0,322520300.0,15211664455555.559,dace,s352,323031211.0,320059643.0,319750286.0,2,1.0009665604732303,0.9990343728637915,1.001934991232502,0.9980687457275829
1422,graceclang,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s162,321880523.0,325651565.6363636,43628373899905.67,cpp,s162,321880523.0,319218261.5,321880523.0,2,1.0083399411032754,0.9917290382307475,1.0,1.0
1423,llvm,arm,runtimes_v8f_intrinsic_sve.csv,cpp_s162,324250445.0,324692935.45454544,9469176974038.863,cpp,s162,324250445.0,317327972.5,324250445.0,2,1.0218148827078268,0.9786508465701566,1.0,1.0
1424,llvm,intel_xeon,runtimes_v7f_.csv,cpp_s1161,324298350.5,3632412717.909091,1.4982516145875442e+20,cpp,s1161,324298350.5,313001175.25,324298350.5,2,1.0360930761393363,0.9651642531249939,1.0,1.0
1425,intel,intel_xeon,runtimes_v7f_force_width_512.csv,cpp_s272,325022244.0,323556881.72727275,26295107306405.734,cpp,s272,325022244.0,267816122.0,325022244.0,2,1.2136022341478008,0.8239932095232226,1.0,1.0
1426,gcc,amd_epyc,runtimes_v7f_default.csv,dace_s251,325327000.0,325518909.09090906,335894690909.0866,dace,s251,333750747.0,329538873.5,333750747.0,2,0.9872188872430554,1.012946584513428,0.9747603651056398,1.025893169026856
1427,graceclang,arm,runtimes_v8f_.csv,dace_s352,326450000.0,345046454.54545456,3443527741872727.0,dace,s352,329224390.0,327837195.0,329224390.0,2,0.9957686466906234,1.0042493337417675,0.9915729512020661,1.008498667483535
1428,graceclang,arm,runtimes_v8f_.csv,cpp_s352,329224390.0,330327459.90909094,13338824461660.89,cpp,s352,329224390.0,327837195.0,329224390.0,2,1.0042313533093765,0.9957864756010331,1.0,1.0
1429,graceclang,arm,runtimes_v8f_intrinsic_neon.csv,dace_s351,329265000.0,330169800.0,10352648400000.002,dace,s351,338597824.0,333931412.0,338597824.0,2,0.9860258369464207,1.0141722077961521,0.972436845902471,1.028344415592304
1430,intel,amd_epyc,runtimes_v7f_default.csv,cpp_s251,331010022.0,331231905.8181818,344813904821.15466,cpp,s251,331010022.0,331365511.0,331010022.0,2,0.9989271997591808,1.001073952377188,1.0,1.0
1431,gcc,arm,runtimes_v8f_intrinsic_sve.csv,dace_s351,331313000.0,333591000.0,19531491333333.367,dace,s351,347763265.0,337264082.0,343215164.0,2,0.9823548301831916,1.0179621143752282,0.9653215672020832,1.0359242287504564
1432,intel,amd_epyc,runtimes_v7f_default.csv,dace_s251,331721000.0,331999700.0,680991122222.2212,dace,s251,331010022.0,331365511.0,331010022.0,2,1.0010728002408193,0.9989283494261744,1.0021479047543762,0.9978566988523488
1433,gcc,amd_epyc,runtimes_v7f_default.csv,cpp_s251,333750747.0,333757542.72727275,153637701684.02167,cpp,s251,333750747.0,329538873.5,333750747.0,2,1.0127811127569446,0.9873801825528199,1.0,1.0
1434,llvm,amd_epyc,runtimes_v7f_default.csv,dace_s251,333831000.0,333400100.0,996541877777.7821,dace,s251,336469685.0,335150342.5,336469685.0,2,0.9960634308467102,1.0039521269744272,0.9921577333185306,1.0079042539488543
1435,llvm,intel_xeon,runtimes_v7f_default.csv,cpp_s443,334135392.0,334148602.72727275,34922356731.820595,cpp,s443,334135392.0,334716946.0,334135392.0,2,0.9982625498740061,1.0017404741129607,1.0,1.0
1436,intel,amd_epyc,runtimes_v7f_default.csv,cpp_s1421,335010025.0,335300054.54545456,994729818840.6731,cpp,s1421,335010025.0,301773012.5,335010025.0,2,1.110139114908428,0.9007880062693646,1.0,1.0
1437,llvm,intel_xeon,runtimes_v7f_default.csv,dace_s443,335298500.0,335290000.0,85210666666.66292,dace,s443,334135392.0,334716946.0,334135392.0,2,1.001737450125994,0.9982655633711454,1.0034809482259215,0.9965311267422908
1438,intel,amd_epyc,runtimes_v7f_default.csv,dace_s341,335737500.0,335982000.0,1179986222222.235,dace,s341,347992786.0,341865143.0,347992786.0,2,0.9820758473758759,1.0182512915596262,0.9647829308737452,1.0365025831192525
1439,llvm,amd_epyc,runtimes_v7f_default.csv,cpp_s251,336469685.0,336465790.6363636,4137646172.454244,cpp,s251,336469685.0,335150342.5,336469685.0,2,1.0039365691532898,0.9960788666592653,1.0,1.0
1440,intel,intel_xeon,runtimes_v7f_default.csv,dace_s241,336533000.0,645844454.5454545,6.170873213922728e+17,dace,s241,339795858.0,338164429.0,339795858.0,2,0.9951756339221592,1.0048477534149698,0.990397593369134,1.0096955068299394
1441,llvm,intel_xeon,runtimes_v7f_default.csv,cpp_s127,337259237.0,337404515.0,368662730811.40125,cpp,s127,337259237.0,303596118.5,337259237.0,2,1.1108812545638656,0.9001862223272479,1.0,1.0
1442,intel,intel_xeon,runtimes_v7f_default.csv,dace_s161,337427000.0,607670090.9090909,7.943223101734908e+17,dace,s161,358473864.0,347950432.0,358473864.0,2,0.9697559450077073,1.0311872849534862,0.9412875913319025,1.0623745699069724
1443,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s127,337876510.0,338254888.09090906,697230037183.8933,cpp,s127,337876510.0,292779255.0,337876510.0,2,1.1540315928462896,0.8665274037547032,1.0,1.0
1444,llvm,arm,runtimes_v8f_intrinsic_sve.csv,cpp_s351,338504476.0,339498330.45454544,3789606608683.2744,cpp,s351,338504476.0,340822238.0,338504476.0,2,0.9931994989129788,1.0068470645569838,1.0,1.0
1445,graceclang,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s351,338597824.0,340284125.1818182,8364624122311.209,cpp,s351,338597824.0,333931412.0,338597824.0,2,1.0139741630535795,0.9862184229512355,1.0,1.0
1446,intel,intel_xeon,runtimes_v7f_default.csv,cpp_s241,339795858.0,407776702.6363636,2.2798341456295652e+16,cpp,s241,339795858.0,338164429.0,339795858.0,2,1.0048243660778409,0.995198796684567,1.0,1.0
1447,llvm,amd_epyc,runtimes_v7f_default.csv,dace_s116,341036500.0,342604800.0,22045144622222.234,dace,s116,343702274.0,342369387.0,343702274.0,2,0.9961068744735638,1.0039083411892862,0.9922439442457689,1.0078166823785724
1448,intel,amd_epyc,runtimes_v7f_default.csv,dace_s116,342363500.0,343441700.0,15198645788888.893,dace,s116,344323538.0,343343519.0,344323538.0,2,0.9971456604078203,1.002862510168286,0.994307568946971,1.0057250203365722
1449,llvm,arm,runtimes_v8f_intrinsic_sve.csv,dace_s351,343140000.0,344925636.3636364,18773971054545.434,dace,s351,338504476.0,340822238.0,338504476.0,2,1.0068005010870211,0.9932454333508189,1.0136941291139678,0.9864908667016378
1450,gcc,arm,runtimes_v8f_intrinsic_neon.csv,cpp_s351,343215164.0,344252303.90909094,28835176812876.9,cpp,s351,343215164.0,337264082.0,343215164.0,2,1.0176451698168085,0.9826607836010416,1.0,1.0
1451,llvm,amd_epyc,runtimes_v7f_default.csv,dace_s173,343371000.0,343258800.0,972681511111.108,dace,s173,344990627.0,344180813.5,344990627.0,2,0.9976471277066117,1.0023584213576568,0.9953053014393924,1.0047168427153137
1452,intel,amd_epyc,runtimes_v7f_default.csv,dace_s342,343593500.0,343698900.0,487808544444.43384,dace,s342,358260342.0,350926921.0,358260342.0,2,0.9791027118150334,1.0213433053884895,0.9590609389860963,1.0426866107769792
1453,llvm,amd_epyc,runtimes_v7f_default.csv,cpp_s116,343702274.0,347784072.8181818,86409544062442.12,cpp,s116,343702274.0,342369387.0,343702274.0,2,1.003893125526436,0.9961219721228844,1.0,1.0
1454,gcc,intel_xeon,runtimes_v7f_default.csv,dace_s3113,344269000.0,344275545.45454544,8510072727.27272,dace,s3113,187949693.0,266109346.5,187949693.0,2,1.2937125453427094,0.7729692377181797,1.8317082326918193,0.5459384754363593
1455,intel,amd_epyc,runtimes_v7f_default.csv,cpp_s116,344323538.0,347237044.1818182,50582248196889.3,cpp,s116,344323538.0,343343519.0,344323538.0,2,1.0028543395921796,0.9971537844734855,1.0,1.0
1456,gcc,amd_epyc,runtimes_v7f_force_width_256.csv,dace_s351,344660000.0,345331000.0,3219276799999.994,dace,s351,344677887.0,344668943.5,344677887.0,2,0.9999740519122229,1.0000259487610978,0.9999481051710173,1.0000518975221957
1457,gcc,amd_epyc,runtimes_v7f_force_width_256.csv,cpp_s351,344677887.0,344729703.09090906,511801628689.0858,cpp,s351,344677887.0,344668943.5,344677887.0,2,1.0000259480877771,0.9999740525855086,1.0,1.0
